Year of Data,STRUCTURE_NUMBER_008,Bridge Health Index (Overall),Bridge Health Index (Deck),Bridge Health Index (Super),Bridge Health Index (Sub)
2019,100000130053010,91.2,91.7,90.62,91.41
2020,100000130053010,91.2,91.7,90.62,91.41
2021,100000130053010,91.2,91.7,90.62,91.41
1995,100000130048012,91.76,94.06,90.62,91.41
1996,100000130048012,91.76,94.06,90.62,91.41
1997,100000130048012,91.76,94.06,90.62,91.41
1998,100000130048012,91.76,94.06,90.62,91.41
1999,100000130048012,91.76,94.06,90.62,91.41
2000,100000130048012,91.76,94.06,90.62,91.41
2001,100000130048012,91.21,91.7,90.62,91.41
2002,100000130048012,91.21,91.7,90.62,91.41
2003,100000130048012,91.21,91.7,90.62,91.41
2004,100000130048012,91.21,91.7,90.62,91.41
2005,100000130048012,90.95,90.57,90.62,91.41
2006,100000130048012,87.2,90.57,79.5,91.41
2008,100000130048012,87.2,90.57,79.5,91.41
2009,100000130048012,87.2,90.57,79.5,91.41
2010,100000130048012,92.67,97.96,90.62,91.41
2011,100000130048012,92.67,97.96,90.62,91.41
2012,100000130048012,92.67,97.96,90.62,91.41
2013,100000130048012,92.67,97.96,90.62,91.41
2014,100000130048012,92.67,97.96,90.62,91.41
2015,100000130048012,92.67,97.96,90.62,91.41
2016,100000130048012,92.67,97.96,90.62,91.41
2017,100000130048012,92.67,97.96,90.62,91.41
2018,100000130048012,92.67,97.96,90.62,91.41
2019,100000130048012,92.67,97.96,90.62,91.41
2020,100000130048012,92.67,97.96,90.62,91.41
2021,100000130048012,92.67,97.96,90.62,91.41
1995,100000130048011,91.76,94.06,90.62,91.41
1996,100000130048011,91.76,94.06,90.62,91.41
1997,100000130048011,91.76,94.06,90.62,91.41
1998,100000130048011,91.76,94.06,90.62,91.41
1999,100000130048011,91.21,91.7,90.62,91.41
2000,100000130048011,91.21,91.7,90.62,91.41
2001,100000130048011,91.21,91.7,90.62,91.41
2002,100000130048011,91.21,91.7,90.62,91.41
2003,100000130048011,91.21,91.7,90.62,91.41
2004,100000130048011,91.21,91.7,90.62,91.41
2005,100000130048011,91.21,91.7,90.62,91.41
2006,100000130048011,91.21,91.7,90.62,91.41
2007,100000130048011,91.21,91.7,90.62,91.41
2008,100000130048011,91.21,91.7,90.62,91.41
2009,100000130048011,90.95,90.57,90.62,91.41
2010,100000130048011,91.21,91.7,90.62,91.41
2011,100000130048011,91.21,91.7,90.62,91.41
2012,100000130048011,91.21,91.7,90.62,91.41
2013,100000130048011,91.21,91.7,90.62,91.41
2014,100000130048011,91.21,91.7,90.62,91.41
2015,100000130048011,91.21,91.7,90.62,91.41
2016,100000130048011,91.21,91.7,90.62,91.41
2017,100000130048011,91.21,91.7,90.62,91.41
2018,100000130048011,91.21,91.7,90.62,91.41
2019,100000130048011,91.21,91.7,90.62,91.41
2020,100000130048011,91.21,91.7,90.62,91.41
2021,100000130048011,91.21,91.7,90.62,91.41
1995,100000130045010,93.22,94.06,95.25,91.41
1996,100000130045010,93.22,94.06,95.25,91.41
1997,100000130045010,93.22,94.06,95.25,91.41
1998,100000130045010,95.13,94.06,95.25,95.63
1999,100000130045010,95.13,94.06,95.25,95.63
2000,100000130045010,91.82,94.06,90.62,91.41
2001,100000130045010,91.82,94.06,90.62,91.41
2002,100000130045010,91.24,91.7,90.62,91.41
2003,100000130045010,91.24,91.7,90.62,91.41
2004,100000130045010,91.24,91.7,90.62,91.41
2005,100000130045010,91.24,91.7,90.62,91.41
2006,100000130045010,91.24,91.7,90.62,91.41
2007,100000130045010,91.24,91.7,90.62,91.41
2008,100000130045010,87.66,91.7,90.62,83.5
2009,100000130045010,87.66,91.7,90.62,83.5
2010,100000130045010,87.66,91.7,90.62,83.5
2011,100000130045010,87.66,91.7,90.62,83.5
2012,100000130045010,87.66,91.7,90.62,83.5
2013,100000130045010,87.66,91.7,90.62,83.5
2014,100000130045010,87.66,91.7,90.62,83.5
2015,100000130045010,87.38,90.57,90.62,83.5
2016,100000130045010,87.38,90.57,90.62,83.5
2017,100000130045010,87.38,90.57,90.62,83.5
2018,100000130045010,87.38,90.57,90.62,83.5
2019,100000130045010,87.38,90.57,90.62,83.5
2020,100000130045010,99.95,99.94,99.87,100.0
1995,100000130043010,91.77,94.06,90.62,91.41
1996,100000130043010,92.6,97.96,90.62,91.41
1997,100000130043010,92.6,97.96,90.62,91.41
1998,100000130043010,92.6,97.96,90.62,91.41
1999,100000130043010,92.6,97.96,90.62,91.41
2000,100000130043010,91.77,94.06,90.62,91.41
2001,100000130043010,91.77,94.06,90.62,91.41
2002,100000130043010,88.82,94.06,79.5,91.41
2003,100000130043010,88.82,94.06,79.5,91.41
2004,100000130043010,88.82,94.06,79.5,91.41
2005,100000130043010,88.82,94.06,79.5,91.41
2006,100000130043010,88.82,94.06,79.5,91.41
2007,100000130043010,84.7,94.06,79.5,83.5
2008,100000130043010,84.7,94.06,79.5,83.5
2009,100000130043010,84.7,94.06,79.5,83.5
2010,100000130043010,84.7,94.06,79.5,83.5
2011,100000130043010,84.7,94.06,79.5,83.5
2012,100000130043010,84.7,94.06,79.5,83.5
2013,100000130043010,84.7,94.06,79.5,83.5
2014,100000130043010,84.7,94.06,79.5,83.5
2015,100000130043010,84.7,94.06,79.5,83.5
2016,100000130043010,84.7,94.06,79.5,83.5
2017,100000130043010,88.82,94.06,79.5,91.41
2018,100000130043010,88.82,94.06,79.5,91.41
2019,100000130043010,91.77,94.06,90.62,91.41
2020,100000130043010,91.77,94.06,90.62,91.41
2021,100000130043010,91.77,94.06,90.62,91.41
1995,100000130033010,73.66,91.7,72.88,63.83
1996,100000130033010,75.53,91.7,79.5,63.83
1997,100000130033010,75.53,91.7,79.5,63.83
1998,100000130033010,75.53,91.7,79.5,63.83
1999,100000130033010,75.53,91.7,79.5,63.83
2000,100000130033010,75.53,91.7,79.5,63.83
2001,100000130033010,75.53,91.7,79.5,63.83
2002,100000130033010,75.53,91.7,79.5,63.83
2003,100000130033010,75.53,91.7,79.5,63.83
2004,100000130033010,75.53,91.7,79.5,63.83
2005,100000130033010,75.53,91.7,79.5,63.83
2006,100000130033010,75.23,90.57,79.5,63.83
2007,100000130033010,75.23,90.57,79.5,63.83
2008,100000130033010,75.23,90.57,79.5,63.83
2009,100000130033010,75.23,90.57,79.5,63.83
2010,100000130033010,75.23,90.57,79.5,63.83
2011,100000130033010,75.23,90.57,79.5,63.83
2012,100000130033010,75.23,90.57,79.5,63.83
2013,100000130033010,98.81,99.94,99.87,95.63
2014,100000130033010,98.81,99.94,99.87,95.63
2015,100000130033010,98.81,99.94,99.87,95.63
2016,100000130033010,98.81,99.94,99.87,95.63
2017,100000130033010,98.81,99.94,99.87,95.63
2018,100000130033010,98.81,99.94,99.87,95.63
2019,100000130033010,98.81,99.94,99.87,95.63
2020,100000130033010,98.81,99.94,99.87,95.63
2021,100000130033010,98.81,99.94,99.87,95.63
1995,100000130030014,99.34,97.96,99.87,100.0
1996,100000130030014,96.24,97.96,95.25,95.63
1997,100000130030014,96.24,97.96,95.25,95.63
1998,100000130030014,93.19,97.96,90.62,91.41
1999,100000130030014,93.19,97.96,90.62,91.41
2000,100000130030014,93.19,97.96,90.62,91.41
2001,100000130030014,93.19,97.96,90.62,91.41
2002,100000130030014,93.19,97.96,90.62,91.41
2003,100000130030014,93.19,97.96,90.62,91.41
2004,100000130030014,93.19,97.96,90.62,91.41
2005,100000130030014,93.19,97.96,90.62,91.41
2006,100000130030014,88.91,94.06,79.5,91.41
2007,100000130030014,88.91,94.06,79.5,91.41
2008,100000130030014,88.91,94.06,79.5,91.41
2009,100000130030014,88.91,94.06,79.5,91.41
2010,100000130030014,88.91,94.06,79.5,91.41
2011,100000130030014,88.91,94.06,79.5,91.41
2012,100000130030014,88.91,94.06,79.5,91.41
2013,100000130030014,88.91,94.06,79.5,91.41
2014,100000130030014,88.91,94.06,79.5,91.41
2015,100000130030014,88.91,94.06,79.5,91.41
2016,100000130030014,88.91,94.06,79.5,91.41
2017,100000130030014,88.91,94.06,79.5,91.41
2018,100000130030014,88.91,94.06,79.5,91.41
2019,100000130030014,88.91,94.06,79.5,91.41
2020,100000130030014,88.91,94.06,79.5,91.41
2021,100000130030014,88.91,94.06,79.5,91.41
1995,100000130030013,91.95,94.06,90.62,91.41
1996,100000130030013,93.65,94.06,90.62,95.63
1997,100000130030013,93.65,94.06,90.62,95.63
1998,100000130030013,93.65,94.06,90.62,95.63
1999,100000130030013,93.65,94.06,90.62,95.63
2000,100000130030013,91.95,94.06,90.62,91.41
2001,100000130030013,91.95,94.06,90.62,91.41
2002,100000130030013,93.11,97.96,90.62,91.41
2003,100000130030013,93.11,97.96,90.62,91.41
2004,100000130030013,93.11,97.96,90.62,91.41
2005,100000130030013,93.11,97.96,90.62,91.41
2006,100000130030013,88.59,94.06,79.5,91.41
2007,100000130030013,88.59,94.06,79.5,91.41
2008,100000130030013,88.59,94.06,79.5,91.41
2009,100000130030013,88.59,94.06,79.5,91.41
2010,100000130030013,88.59,94.06,79.5,91.41
2011,100000130030013,88.59,94.06,79.5,91.41
2012,100000130030013,88.59,94.06,79.5,91.41
2013,100000130030013,88.59,94.06,79.5,91.41
2014,100000130030013,88.59,94.06,79.5,91.41
2015,100000130030013,88.59,94.06,79.5,91.41
2016,100000130030013,88.59,94.06,79.5,91.41
2017,100000130030013,88.59,94.06,79.5,91.41
2018,100000130030013,91.95,94.06,90.62,91.41
2019,100000130030013,91.95,94.06,90.62,91.41
2020,100000130030013,91.95,94.06,90.62,91.41
2021,100000130030013,91.95,94.06,90.62,91.41
1995,100000130020010,96.11,97.96,95.25,95.63
1996,100000130020010,96.11,97.96,95.25,95.63
1997,100000130020010,96.11,97.96,95.25,95.63
1998,100000130020010,92.85,97.96,90.62,91.41
1999,100000130020010,92.85,97.96,90.62,91.41
2000,100000130020010,92.85,97.96,90.62,91.41
2001,100000130020010,92.85,97.96,90.62,91.41
2002,100000130020010,92.85,97.96,90.62,91.41
2003,100000130020010,92.85,97.96,90.62,91.41
2004,100000130020010,92.85,97.96,90.62,91.41
2005,100000130020010,91.82,94.06,90.62,91.41
2006,100000130020010,91.82,94.06,90.62,91.41
2007,100000130020010,91.82,94.06,90.62,91.41
2008,100000130020010,91.82,94.06,90.62,91.41
2009,100000130020010,91.82,94.06,90.62,91.41
2010,100000130020010,91.82,94.06,90.62,91.41
2011,100000130020010,91.82,94.06,90.62,91.41
2012,100000130020010,91.82,94.06,90.62,91.41
2013,100000130020010,91.82,94.06,90.62,91.41
2014,100000130020010,91.82,94.06,90.62,91.41
2015,100000130020010,91.82,94.06,90.62,91.41
2016,100000130020010,91.82,94.06,90.62,91.41
2017,100000130020010,91.82,94.06,90.62,91.41
2018,100000130020010,91.82,94.06,90.62,91.41
2019,100000130020010,91.82,94.06,90.62,91.41
2020,100000130020010,91.82,94.06,90.62,91.41
2021,100000130020010,91.82,94.06,90.62,91.41
1995,100000130015010,96.26,97.96,95.25,95.63
1996,100000130015010,96.26,97.96,95.25,95.63
1997,100000130015010,95.02,94.06,95.25,95.63
1998,100000130015010,95.02,94.06,95.25,95.63
1999,100000130015010,95.02,94.06,95.25,95.63
2000,100000130015010,95.02,94.06,95.25,95.63
2001,100000130015010,95.02,94.06,95.25,95.63
2002,100000130015010,95.02,94.06,95.25,95.63
2003,100000130015010,92.94,91.7,90.62,95.63
2004,100000130015010,92.94,91.7,90.62,95.63
2005,100000130015010,92.94,91.7,90.62,95.63
2006,100000130015010,92.94,91.7,90.62,95.63
2007,100000130015010,91.27,91.7,90.62,91.41
2008,100000130015010,91.27,91.7,90.62,91.41
2009,100000130015010,91.27,91.7,90.62,91.41
2010,100000130015010,91.27,91.7,90.62,91.41
2011,100000130015010,91.27,91.7,90.62,91.41
2012,100000130015010,91.27,91.7,90.62,91.41
2013,100000130015010,91.27,91.7,90.62,91.41
2014,100000130015010,91.27,91.7,90.62,91.41
2015,100000130015010,91.27,91.7,90.62,91.41
2016,100000130015010,91.27,91.7,90.62,91.41
2017,100000130015010,91.27,91.7,90.62,91.41
2018,100000130015010,91.27,91.7,90.62,91.41
2019,100000130015010,91.27,91.7,90.62,91.41
2020,100000130015010,91.27,91.7,90.62,91.41
2021,100000130015010,91.27,91.7,90.62,91.41
1995,100000130012011,97.15,97.96,99.87,91.41
1996,100000130012011,97.15,97.96,99.87,91.41
1997,100000130012011,97.15,97.96,99.87,91.41
1998,100000130012011,95.24,97.96,95.25,91.41
1999,100000130012011,95.24,97.96,95.25,91.41
2000,100000130012011,95.24,97.96,95.25,91.41
2001,100000130012011,95.24,97.96,95.25,91.41
2002,100000130012011,93.9,94.06,95.25,91.41
2003,100000130012011,93.9,94.06,95.25,91.41
2004,100000130012011,93.9,94.06,95.25,91.41
2005,100000130012011,93.9,94.06,95.25,91.41
2006,100000130012011,93.9,94.06,95.25,91.41
2007,100000130012011,93.9,94.06,95.25,91.41
2008,100000130012011,93.9,94.06,95.25,91.41
2009,100000130012011,93.9,94.06,95.25,91.41
2010,100000130012011,93.9,94.06,95.25,91.41
2011,100000130012011,93.9,94.06,95.25,91.41
2012,100000130012011,93.9,94.06,95.25,91.41
2013,100000130012011,93.9,94.06,95.25,91.41
2014,100000130012011,93.9,94.06,95.25,91.41
2015,100000130012011,93.9,94.06,95.25,91.41
2016,100000130012011,93.9,94.06,95.25,91.41
2017,100000130012011,93.9,94.06,95.25,91.41
2018,100000130012011,93.9,94.06,95.25,91.41
2019,100000130012011,93.9,94.06,95.25,91.41
2020,100000130012011,93.9,94.06,95.25,91.41
2021,100000130012011,93.9,94.06,95.25,91.41
1995,100000130011012,93.32,94.06,95.25,91.41
1996,100000130011012,93.32,94.06,95.25,91.41
1997,100000130011012,91.76,94.06,90.62,91.41
1998,100000130011012,91.76,94.06,90.62,91.41
1999,100000130011012,91.76,94.06,90.62,91.41
2000,100000130011012,91.76,94.06,90.62,91.41
2001,100000130011012,91.76,94.06,90.62,91.41
2002,100000130011012,91.76,94.06,90.62,91.41
2003,100000130011012,91.76,94.06,90.62,91.41
2004,100000130011012,91.76,94.06,90.62,91.41
2005,100000130011012,91.21,91.7,90.62,91.41
2006,100000130011012,91.21,91.7,90.62,91.41
2007,100000130011012,91.21,91.7,90.62,91.41
2008,100000130011012,91.21,91.7,90.62,91.41
2009,100000130011012,91.21,91.7,90.62,91.41
2010,100000130011012,91.21,91.7,90.62,91.41
2011,100000130011012,91.21,91.7,90.62,91.41
2012,100000130011012,91.21,91.7,90.62,91.41
2013,100000130011012,91.21,91.7,90.62,91.41
2014,100000130011012,91.21,91.7,90.62,91.41
2015,100000130011012,91.21,91.7,90.62,91.41
2016,100000130011012,91.21,91.7,90.62,91.41
2017,100000130011012,91.21,91.7,90.62,91.41
2018,100000130011012,91.21,91.7,90.62,91.41
2019,100000130011012,91.21,91.7,90.62,91.41
2020,100000130011012,91.21,91.7,90.62,91.41
2021,100000130011012,91.21,91.7,90.62,91.41
1995,100000130011011,88.72,94.06,90.62,83.5
1996,100000130011011,88.72,94.06,90.62,83.5
1997,100000130011011,88.72,94.06,90.62,83.5
1998,100000130011011,88.72,94.06,90.62,83.5
1999,100000130011011,88.72,94.06,90.62,83.5
2000,100000130011011,88.72,94.06,90.62,83.5
2001,100000130011011,91.67,94.06,90.62,91.41
2002,100000130011011,91.67,94.06,90.62,91.41
2003,100000130011011,91.67,94.06,90.62,91.41
2004,100000130011011,91.67,94.06,90.62,91.41
2005,100000130011011,91.67,94.06,90.62,91.41
2006,100000130011011,91.15,91.7,90.62,91.41
2007,100000130011011,91.15,91.7,90.62,91.41
2008,100000130011011,91.15,91.7,90.62,91.41
2009,100000130011011,91.15,91.7,90.62,91.41
2010,100000130011011,91.15,91.7,90.62,91.41
2011,100000130011011,91.15,91.7,90.62,91.41
2012,100000130011011,91.15,91.7,90.62,91.41
2013,100000130011011,91.15,91.7,90.62,91.41
2014,100000130011011,91.15,91.7,90.62,91.41
2015,100000130011011,91.15,91.7,90.62,91.41
2016,100000130011011,91.15,91.7,90.62,91.41
2017,100000130011011,91.15,91.7,90.62,91.41
2018,100000130011011,91.15,91.7,90.62,91.41
2019,100000130011011,91.15,91.7,90.62,91.41
2020,100000130011011,91.67,94.06,90.62,91.41
2021,100000130011011,91.67,94.06,90.62,91.41
1995,100000130010012,88.47,94.06,79.5,91.41
1996,100000130010012,88.47,94.06,79.5,91.41
1997,100000130010012,88.47,94.06,79.5,91.41
1998,100000130010012,88.47,94.06,79.5,91.41
1999,100000130010012,85.33,94.06,79.5,83.5
2000,100000130010012,85.33,94.06,79.5,83.5
2001,100000130010012,85.33,94.06,79.5,83.5
2002,100000130010012,85.33,94.06,79.5,83.5
2003,100000130010012,85.33,94.06,79.5,83.5
2004,100000130010012,85.33,94.06,79.5,83.5
2005,100000130010012,85.33,94.06,79.5,83.5
2006,100000130010012,85.33,94.06,79.5,83.5
2007,100000130010012,84.65,91.7,79.5,83.5
2008,100000130010012,84.65,91.7,79.5,83.5
2009,100000130010012,84.65,91.7,79.5,83.5
2010,100000130010012,87.78,91.7,79.5,91.41
2011,100000130010012,87.78,91.7,79.5,91.41
2012,100000130010012,87.78,91.7,79.5,91.41
2013,100000130010012,87.78,91.7,79.5,91.41
2014,100000130010012,87.78,91.7,79.5,91.41
2015,100000130010012,87.78,91.7,79.5,91.41
2016,100000130010012,87.78,91.7,79.5,91.41
2017,100000130010012,87.78,91.7,79.5,91.41
2018,100000130010012,87.78,91.7,79.5,91.41
2019,100000130010012,87.78,91.7,79.5,91.41
2020,100000130010012,87.78,91.7,79.5,91.41
2021,100000130010012,87.78,91.7,79.5,91.41
1995,100000130008010,91.72,94.06,90.62,91.41
1996,100000130008010,91.72,94.06,90.62,91.41
1997,100000130008010,91.72,94.06,90.62,91.41
1998,100000130008010,92.59,97.96,90.62,91.41
1999,100000130008010,91.72,94.06,90.62,91.41
2000,100000130008010,91.72,94.06,90.62,91.41
2001,100000130008010,91.72,94.06,90.62,91.41
2002,100000130008010,91.72,94.06,90.62,91.41
2003,100000130008010,91.72,94.06,90.62,91.41
2004,100000130008010,91.72,94.06,90.62,91.41
2005,100000130008010,91.72,94.06,90.62,91.41
2006,100000130008010,91.72,94.06,90.62,91.41
2007,100000130008010,91.72,94.06,90.62,91.41
2008,100000130008010,91.72,94.06,90.62,91.41
2009,100000130008010,91.72,94.06,90.62,91.41
2010,100000130008010,91.72,94.06,90.62,91.41
2011,100000130008010,91.19,91.7,90.62,91.41
2012,100000130008010,91.19,91.7,90.62,91.41
2013,100000130008010,91.72,94.06,90.62,91.41
2014,100000130008010,91.72,94.06,90.62,91.41
2015,100000130008010,91.72,94.06,90.62,91.41
2016,100000130008010,91.72,94.06,90.62,91.41
2017,100000130008010,91.72,94.06,90.62,91.41
2018,100000130008010,91.72,94.06,90.62,91.41
2019,100000130008010,91.72,94.06,90.62,91.41
2020,100000130008010,91.72,94.06,90.62,91.41
2021,100000130008010,91.72,94.06,90.62,91.41
1995,100000120075010,99.53,97.96,99.87,100.0
1996,100000120075010,96.03,97.96,95.25,95.63
1997,100000120075010,96.03,97.96,95.25,95.63
1998,100000120075010,96.03,97.96,95.25,95.63
1999,100000120075010,96.03,97.96,95.25,95.63
2000,100000120075010,96.03,97.96,95.25,95.63
2001,100000120075010,96.03,97.96,95.25,95.63
2002,100000120075010,96.03,97.96,95.25,95.63
2003,100000120075010,96.03,97.96,95.25,95.63
2004,100000120075010,96.03,97.96,95.25,95.63
2005,100000120075010,96.03,97.96,95.25,95.63
2006,100000120075010,96.03,97.96,95.25,95.63
2007,100000120075010,84.19,91.7,79.5,83.5
2008,100000120075010,84.19,91.7,79.5,83.5
2009,100000120075010,84.19,91.7,79.5,83.5
2010,100000120075010,84.19,91.7,79.5,83.5
2011,100000120075010,84.19,91.7,79.5,83.5
2012,100000120075010,84.19,91.7,79.5,83.5
2013,100000120075010,84.19,91.7,79.5,83.5
2014,100000120075010,84.19,91.7,79.5,83.5
2015,100000120075010,84.19,91.7,79.5,83.5
2016,100000120075010,84.19,91.7,79.5,83.5
2017,100000120075010,88.32,91.7,79.5,91.41
2018,100000120075010,88.32,91.7,79.5,91.41
2019,100000120075010,88.32,91.7,79.5,91.41
2020,100000120075010,88.32,91.7,79.5,91.41
2021,100000120075010,88.32,91.7,79.5,91.41
1995,100000120073010,97.22,97.96,99.87,95.63
1996,100000120073010,97.22,97.96,99.87,95.63
1997,100000120073010,97.22,97.96,99.87,95.63
1998,100000120073010,97.22,97.96,99.87,95.63
1999,100000120073010,97.22,97.96,99.87,95.63
2000,100000120073010,97.22,97.96,99.87,95.63
2001,100000120073010,96.02,97.96,95.25,95.63
2002,100000120073010,96.02,97.96,95.25,95.63
2003,100000120073010,96.02,97.96,95.25,95.63
2004,100000120073010,96.02,97.96,95.25,95.63
2005,100000120073010,96.02,97.96,95.25,95.63
2006,100000120073010,96.02,97.96,95.25,95.63
2007,100000120073010,96.02,97.96,95.25,95.63
2008,100000120073010,96.02,97.96,95.25,95.63
2009,100000120073010,96.02,97.96,95.25,95.63
2010,100000120073010,96.02,97.96,95.25,95.63
2011,100000120073010,96.02,97.96,95.25,95.63
2012,100000120073010,96.02,97.96,95.25,95.63
2013,100000120073010,96.02,97.96,95.25,95.63
2014,100000120073010,96.02,97.96,95.25,95.63
2015,100000120073010,96.02,97.96,95.25,95.63
2016,100000120073010,96.02,97.96,95.25,95.63
2017,100000120073010,96.02,97.96,95.25,95.63
2018,100000120073010,96.02,97.96,95.25,95.63
2019,100000120073010,96.02,97.96,95.25,95.63
2020,100000120073010,93.78,97.96,95.25,91.41
2021,100000120073010,93.78,97.96,95.25,91.41
1999,100000120070012,96.57,99.94,95.25,95.63
2000,100000120070012,96.57,99.94,95.25,95.63
2001,100000120070012,96.57,99.94,95.25,95.63
2002,100000120070012,92.77,97.96,90.62,91.41
2003,100000120070012,92.77,97.96,90.62,91.41
2004,100000120070012,89.19,97.96,90.62,83.5
2005,100000120070012,89.19,97.96,90.62,83.5
2006,100000120070012,89.19,97.96,90.62,83.5
2007,100000120070012,89.19,97.96,90.62,83.5
2008,100000120070012,89.19,97.96,90.62,83.5
2009,100000120070012,89.19,97.96,90.62,83.5
2010,100000120070012,89.19,97.96,90.62,83.5
2011,100000120070012,89.19,97.96,90.62,83.5
2012,100000120070012,89.19,97.96,90.62,83.5
2013,100000120070012,89.19,97.96,90.62,83.5
2014,100000120070012,89.19,97.96,90.62,83.5
2015,100000120070012,89.19,97.96,90.62,83.5
2016,100000120070012,89.19,97.96,90.62,83.5
2017,100000120070012,89.19,97.96,90.62,83.5
2018,100000120070012,89.19,97.96,90.62,83.5
